Tên,Link
Thủ tục giải quyết khiếu nại lần đầu tại cấp huyện,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001927
"Thu hồi chứng chỉ hành nghề luật sư trong trường hợp luật sư thuộc một trong các trường hợp quy định tại các điểm a, b, c, h, i khoản 1 Điều 18 của Luật luật sư",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000810
Thu hồi chứng chỉ hành nghề luật sư trong trường hợp luật sư bị xử lý kỷ luật bằng hình thức xoá tên khỏi danh sách luật sư của Đoàn luật sư,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001812
"Cấp thay đổi phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề khám bệnh, chữa bệnh thuộc thẩm quyền của Bộ Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003311
"Cấp chứng chỉ hành nghề khám bệnh, chữa bệnh lần đầu đối với người nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003354
"Cấp chứng chỉ hành nghề khám bệnh, chữa bệnh đối với người Việt Nam thuộc thẩm quyền của Bộ Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003433
"Cấp lần đầu chứng chỉ hành nghề khám bệnh, chữa bệnh đối với người Việt Nam thuộc thẩm quyền của Sở Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003709
"Cấp thay đổi phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề khám bệnh, chữa bệnh thuộc thẩm quyền của Sở Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003773
Cấp Giấy phép lái xe quốc tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001002
"Thủ tục chứng thực chữ ký trong các giấy tờ, văn bản (áp dụng cho cả trường hợp chứng thực điểm chỉ và trường hợp người yêu cầu chứng thực không thể ký, không thể điểm chỉ được)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000884
Thủ tục Đăng ký việc nuôi con nuôi thực tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002312
Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003005
Đăng ký việc nuôi con nuôi trong nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001263
Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003160
Thủ tục chứng thực chữ ký người dịch mà người dịch không phải là cộng tác viên dịch thuật,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001008
Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003213
"Thủ tục xác nhận liệt sĩ đối với quân nhân, công nhân viên chức quốc phòng, người làm công tác cơ yếu hy sinh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001176
Thủ tục xác nhận liệt sĩ đối với những trường hợp hy sinh từ 31/12/1994 trở về trước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001273
"Thủ tục xác nhận liệt sĩ đối với những trường hợp mất tin, mất tích quy định tại Điểm K Khoản 1 Điều 17 của Nghị định số 31/2013/NĐ-CP sau khi cơ quan có thẩm quyền kết luận chưa có chứng cứ phản bội, đầu hàng, chiêu hồi, đào ngũ",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001943
Cấp thẻ bảo hiểm y tế (thực hiện tại cấp tỉnh),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000639
Cấp thẻ bảo hiểm y tế (thực hiện tại cấp trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003116
Thủ tục giải quyết hưởng chế độ tử tuất hằng tháng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003419
Thủ tục giải quyết hưởng chế độ tử tuất một lần,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003420
"Cấp lại Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh nông, lâm, thủy sản (trường hợp Giấy chứng nhận ATTP vẫn còn thời hạn hiệu lực nhưng bị mất, bị hỏng, thất lạc, hoặc có sự thay đổi, bổ sung thông tin trên giấy chứng nhận)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001291
"Cấp lại Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh nông, lâm, thủy sản (trường hợp Giấy chứng nhận ATTP vẫn còn thời hạn hiệu lực nhưng bị mất, bị hỏng, thất lạc, hoặc có sự thay đổi, bổ sung thông tin trên Giấy chứng nhận ATTP)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001819
"Cấp Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh nông, lâm, thủy sản",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003178
Thủ tục cấp giấy xác nhận có quốc tịch Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000750
Thủ tục cấp giấy phép thành lập và công nhận điều lệ Quỹ.,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003562
Thủ tục cấp giấy phép thành lập và công nhận điều lệ quỹ (Cấp tỉnh),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003822
Cấp Giấy chứng nhận đủ điều kiện kinh doanh khai thác cảng biển,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001810
"Thỏa thuận vị trí, thông số kỹ thuật chi tiết cảng biển, bến cảng, cầu cảng, luồng hàng hải",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001889
"Thủ tục tuyển sinh theo chế độ cử tuyển đại học, cao đẳng, trung cấp chuyên nghiệp",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001360
"Thủ tục tuyển sinh đào tạo trình độ đại học, cao đẳng quân sự hệ chính quy",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001376
Thủ tục đăng ký tuyển sinh đào tạo cán bộ ngành quân sự cơ sở,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001412
"Giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với trường hợp cha dượng, mẹ kế nhận con riêng của vợ hoặc chồng; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004878
Đăng ký tập sự hành nghề công chứng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001071
Cấp giấy chứng nhận người sở hữu bài thuốc gia truyền và phương pháp chữa bệnh gia truyền thuộc thẩm quyền của Sở Y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000980
"Cấp giấy phép xây dựng mới đối với công trình cấp I, II; công trình tôn giáo; công trình di tích lịch sử - văn hóa, tượng đài, tranh hoành tráng được xếp hạng; công trình trên các tuyến, trục đường phố chính trong đô thị; công trình thuộc dự án có vốn đầu tư trực tiếp nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003655
Báo cáo định kỳ của thành viên mạng lưới về hoạt động ứng cứu sự cố,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000051
Cấp thị thực cho người nước ngoài tại Việt Nam (thực hiện tại cấp tỉnh),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001194
Cấp thị thực cho người nước ngoài tại Việt Nam (thực hiện tại cấp Trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003342
Cấp thị thực điện tử theo đề nghị của người nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002757
Cấp Bản công bố phù hợp Lao động hàng hải Phần I,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000267
"Đăng ký nội dung quảng cáo đối với các sản phẩm dinh dưỡng y học, thực phẩm dùng cho chế độ ăn đặc biệt, sản phẩm dinh dưỡng dùng cho trẻ đến 36 tháng tuổi (trong trường hợp tổ chức, cá nhân lựa chọn nộp hồ sơ đăng ký bản công bố sản phẩm đến Bộ Y tế theo quy định tại Khoản 1 Điều 27 của Nghị định 15/2018/NĐ-CP )",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017
"Đăng ký nội dung quảng cáo đối với sản phẩm dinh dưỡng y học, thực phẩm dùng cho chế độ ăn đặc biệt, sản phẩm dinh dưỡng dùng cho trẻ đến 36 tháng tuổi",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108
"thủ tục công khai bản kê khai tài sản, thu nhập",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001907
Công bố cơ sở đủ điều kiện phân loại trang thiết bị y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002424
"Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001656
Khám chữa bệnh bảo hiểm y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001759
Thanh toán chi phí BHYT với cơ sở KCB BHYT,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001909
"Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001939
Đổi thẻ bảo hiểm y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001058
"Cấp giấy phép hoạt động đối với bệnh viện thuộc Bộ Y tế, bệnh viện tư nhân hoặc thuộc các Bộ khác (trừ các bệnh viện thuộc Bộ Quốc phòng) và áp dụng đối với trường hợp khi thay đổi hình thức tổ chức, chia tách, hợp nhất, sáp nhập",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003427
"Cấp giấy phép hoạt động đối với bệnh viện thuộc Sở Y tế và áp dụng đối với trường hợp khi thay đổi hình thức tổ chức, chia tách, hợp nhất, sáp nhập",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003848
"Trợ cấp khó khăn đột xuất cho thân nhân hạ sĩ quan, chiến sĩ đang phục vụ có thời hạn trong lực lượng Công an nhân dân (thực hiện tại cấp tỉnh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002751
"Trợ cấp khó khăn đột xuất cho thân nhân hạ sĩ quan, chiến sĩ đang phục vụ có thời hạn trong lực lượng Công an nhân dân (thực hiện tại cấp trung ương)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003631
Thủ tục đăng ký khai tử lưu động,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000419
Thủ tục đăng ký khai tử,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000656
Thủ tục đăng ký khai tử có yếu tố nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001766
Thủ tục đăng ký khai tử có yếu tố nước ngoài tại khu vực biên giới,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004827
"Thủ tục công chứng tính xác thực, tính hợp pháp của hợp đồng, giao dịch",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001678
"Cấp Chứng nhận huấn luyện nghiệp vụ cứu nạn, cứu hộ (thực hiện tại cấp tỉnh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001776
Đăng ký dán nhãn năng lượng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001734
"Cấp, gia hạn, sửa đổi, bổ sung nội dung Giấy phép sử dụng tần số và thiết bị vô tuyến điện đối với đài vô tuyến điện của đoàn đại biểu cấp cao nước ngoài được hưởng quy chế ưu đãi, miễn trừ ngoại giao, phóng viên nước ngoài đi theo phục vụ đoàn (trừ đài vệ tinh trái đất)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000023
"Cấp, gia hạn, sửa đổi, bổ sung nội dung Giấy phép sử dụng tần số và thiết bị vô tuyến điện đối với đài truyền thanh không dây",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003805
"Thông báo về việc cho thuê, cho mượn thiết bị vô tuyến điện",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004075
"Cấp, gia hạn, sửa đổi, bổ sung nội dung Giấy phép sử dụng tần số và thiết bị vô tuyến điện đối với đài vô tuyến điện của Cơ quan đại diện nước ngoài (trừ đài vệ tinh trái đất)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004112
"Cấp, gia hạn, sửa đổi, bổ sung nội dung Giấy phép sử dụng tần số và thiết bị vô tuyến điện đối với đài cố định, đài bờ (không liên lạc với vệ tinh), thiết bị riêng lẻ và các trường hợp không quy định tại các Điều 11, 12, 13, 14, 15, 16, 17, 18, 19, 20 và Điều 21 của Thông tư số 05/2015-TT/BTTTT ngày 23/3/2015 của Bộ Thông tin và Truyền thông",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004919
Cấp giấy xác nhận đăng ký nhập khẩu xuất bản phẩm để kinh doanh,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004146
"Chấp thuận bổ nhiệm tổng giám đốc (giám đốc), tổng biên tập nhà xuất bản",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004348
"Cấp giấy phép hoạt động xây dựng cho nhà thầu nước ngoài hoạt động xây dựng tại Việt Nam (thực hiện hợp đồng của dự án nhóm A, dự án đầu tư xây dựng trên địa bàn hai tỉnh trở lên)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001036
"Cấp giấy phép sửa chữa, cải tạo công trình cấp đặc biệt",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002375
Cấp lại giấy phép xây dựng công trình cấp đặc biệt,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002433
"Cấp giấy phép xây dựng mới công trình cấp đặc biệt (bao gồm giấy phép xây dựng mới, giấy phép sửa chữa, cải tạo, giấy phép di dời công trình)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002498
"Sửa đổi, bổ sung, cấp lại giấy chứng nhận lưu hành tự do đối với sản phẩm thực phẩm xuất khẩu thuộc quyền quản lý của Bộ Y tế (CFS)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002458
Cấp giấy chứng nhận lưu hành tự do (CFS) đối với sản phẩm thực phẩm xuất khẩu thuộc quyền quản lý của Bộ Y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002484
Cấp giấy chứng nhận lưu hành tự do (CFS) đối với trang thiết bị y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002991
Đề nghị nhập khẩu mẫu bệnh phẩm,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001229
"Công nhận cơ sở khám bệnh, chữa bệnh được phép thực hiện kỹ thuật thụ tinh trong ống nghiệm (bãi bỏ vì trùng lặp mã 1.003448)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003284
"Công nhận cơ sở khám bệnh, chữa bệnh được thực hiện kỹ thuật mang thai hộ vì mục đích nhân đạo",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003437
"Công nhận cơ sở khám bệnh, chữa bệnh được phép thực hiện kỹ thuật thụ tinh trong ống nghiệm",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003448
"Đề nghị miễn, giảm phí thi hành án (cấp huyện)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002260
"Đề nghị miễn, giảm phí thi hành án (cấp tỉnh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002548
"Thủ tục thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000748
Chuyển đổi chi nhánh của tổ chức hành nghề luật sư nước ngoài thành công ty luật trách nhiệm hữu hạn 100% vốn nước ngoài tại Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002637
Chấm dứt hoạt động của chi nhánh của tổ chức hòa giải thương mại nước ngoài tại Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000394
"Thay đổi tên gọi, Trưởng chi nhánh trong Giấy đăng ký hoạt động của chi nhánh của tổ chức hòa giải thương mại nước ngoài tại Việt Nam",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000425
Thay đổi tên gọi trong Giấy đăng ký hoạt động của Trung tâm hòa giải thương mại,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002047
"Thay đổi tên gọi, Trưởng chi nhánh, địa chỉ trụ sở của chi nhánh tổ chức hòa giải thương mại nước ngoài tại Việt Nam từ tỉnh, thành phố trực thuộc Trung ương này sang tỉnh, thành phố trực thuộc Trung ương khác",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005150
"Thay đổi tên gọi, địa chỉ trụ sở Trung tâm hòa giải thương mại từ tỉnh, thành phố trực thuộc Trung ương này sang tỉnh, thành phố trực thuộc Trung ương khác",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005152
"Thông báo thay đổi địa điểm đặt trụ sở của Trung tâm trọng tài, Chi nhánh Trung tâm trọng tài sang tỉnh, thành phố trực thuộc Trung ương khác",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000586
"Thông báo về việc thay đổi địa điểm đặt trụ sở, Trưởng Văn phòng đại diện của Trung tâm trọng tài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001891
"Thông báo thay đổi địa điểm đặt trụ sở của Chi nhánh của Tổ chức trọng tài nước ngoài tại Việt Nam sang tỉnh, thành phố trực thuộc trung ương khác Luật 54/2010/QH12",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002050
"Thông báo thay đổi địa điểm đặt trụ sở của Văn phòng đại diện của Tổ chức trọng tài nước ngoài tại Việt Nam sang tỉnh, thành phố trực thuộc Trung ương khác",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002703
"Thủ tục chuyển đổi mục đích sử dụng, di dời tháo dỡ công trình quốc phòng và khu quân sự thuộc nhóm IV",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001354
"Thủ tục chuyển đổi mục đích sử dụng, di dời tháo dỡ công trình quốc phòng và khu quân sự thuộc nhóm II, Nhóm III",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003305
